Title-Code,Title Name,Owner Name,State,Publication City/District
JHAHIN00838,SHRAMIK JAGRAN,RAMESH KUMAR RAHI,JHA,DHANBAD
JHAHIN00506,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,JHA,JAMSHEDPUR
JHAHIN00069,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,JHA,RANCHI
JHAHIN00908,JHARKHAND JAGRAN,C-4 MEDIA AND COMMUNICATION PVT. LTD.,JHA,RANCHI
JHAHIN01022,JAGRAN MANTRA,MOHAMMAD ANWAR ALI,JHA,RANCHI
JKHIN00247,DAINIK JAGRAN,JAGRAN PRAKSHAN LTD.,JK,JAMMU
KARENG03559,JAGRAN CITY PLUS,JAGRAN PRAKASHAN LTD,KAR,BANGALORE NORTH
MAHMAR18580,SAMAJWADI JAGRAN,SUDHIR SHRIDHARRAO DHONE,MAH,AKOLA
MAHMAR27296,VYAVSAI JAGRAN,DR. A. V. THAWALE,MAH,AMRAVATI
MAHBIL10310,MAHAJAGRAN,ABDUL MATIN AYUB SHIEKH,MAH,CHANDRAPUR
MAHBIL05860,BAHUJAN JAGRAN,KHEMCHAND GHIGUJI MESHRAM,MAH,CHANDRAPUR
MAHMAR47048,JAGRAN TIMES,PRAKASH RAMDAS TELI,MAH,JALGAON
MAHBIL10422,JAGRAN JUNCTION,ASHUTOSH SHIVLOCHAN GUPTA,MAH,MUMBAI
MAHHIN10392,PRAVASI JAGRAN,MAHANARAYAN ANIL KUMAR MISHRA,MAH,MUMBAI
MAHBIL10173,SEWAK JAGRAN,PANKAJ SATYAJIT MISHRA,MAH,NAGPUR
MAHMAR52949,NANDIGIRAM JAGRAN,MAHABALE PRALHAD LIMBAJIRAO,MAH,NANDED
MAHHIN10329,PRAKHAR JAGRAN,JAVVAD MOHAMMED SHAMSHAD ANSARI,MAH,THANE
MAHMAR52850,PRAKHAR JAGRAN,JAVVAD MOHAMMED SHAMSHAD ANSARI,MAH,THANE
MAHHIN09384,YUG PRABHAT JAGRAN,PRABHAT GROUP OF PUBLICATION,MAH,THANE
MPHIN11121,JAN JAN JAGRAN,NISHTHAWAN ADVERTISERS AND MEDIA PVT.LTD,MP,BHOPAL
MPHIN07284,DAINIK JAGRAN,GURU DEV GUPTA,MP,BHOPAL
MPENG01335,JAGRAN LAW REVIEW,"SCHOOL OF LAW, JAGRAN LAKECITY UNIVERSITY BHOPAL",MP,BHOPAL
MPHIN23511,PATRAKAR JAGRAN,KIRAN TRIPATHI,MP,BHOPAL
MPHIN38371,MANAV JAGRAN,TEENA SHASTRI,MP,BHOPAL
MPHIN27979,KRISAK JAGRAN,TRILOKI KANT SHARMA,MP,BHOPAL
MPHIN18323,KRISHI JAGRAN SAPTAHIK,JAGRAN PUBLICATIONS PVT. LTD.,MP,BHOPAL
MPHIN37153,VANDE JAGRAN,VIJAY SINGH PANSORIYA,MP,BHOPAL
MPHIN12120,KAURAV JAGRAN,SMT GAITRI DEVI KAURAV,MP,BHOPAL
MPHIN14602,DAINIK JAGRAN,JAGRAN PUBLICATIONS,MP,GWALIOR
MPHIN08902,SHOSIT JAGRAN,KANTA PRASAD KUSHWAHA,MP,GWALIOR
MPHIN18736,KRISAK JAGRAN,TRILOKI KANT SHARMA,MP,GWALIOR
MPHIN32233,BALMIK JAGRAN,B.L. KADAM,MP,GWALIOR
MPHIN36680,PRADESH JAGRAN,ATAL SHARMA,MP,GWALIOR
MPBIL02575,AATM JAGRAN,DR. ABHISHEK PRATAP SINGH,MP,GWALIOR
MPHIN20962,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,MP,INDORE
MPHIN17090,KHATIK JAGRAN,PRAKASH SONKAR,MP,INDORE
MPHIN19798,GOSWAMI JAGRAN,RAJENDER KUMAR BHARTI,MP,INDORE
MPHIN10818,PAL JAGRAN,BHAGVAN DAS PAL,MP,INDORE
MPMAR00015,LOK JAGRAN,RAM RAO DESHMUKH,MP,INDORE
MPHIN28066,PRAKHAR VAISHYA - PRAKHAR RASHTRA VAISHYA JAGRAN,RAKESH GUPTA,MP,JABALPUR
MPHIN07422,JABALPUR JAGRAN,NARESH KUMAR BAJPAI,MP,JABALPUR
MPHIN39082,RASHTRIYA JAN JAGRAN,ABHINAV BHADRETYA,MP,RAISEN
MPHIN14806,RASTRA JAGRAN,RAM NARAYAN SHASTRI,MP,RATLAM
MPHIN01465,DAINIK JAGRAN,GYAN SWAROOP GUPTA,MP,REWA
MPBIL02552,VIDHHYA JAGRAN,GYANENDRA KUMAR AGNIHOTRI,MP,REWA
MPHIN11647,ANCHALIK JAGRAN,SHYAM CHATURVEDI,MP,VIDISHA
MPHIN35196,SHRUTLEKH JAGRAN,RANJEET SONI,MP,VIDISHA
MPHIN33793,VIDISHA JAGRAN,ARUN SHRIVASTAVA,MP,VIDISHA
ODIODI03795,SANSKRUTHIKA JAGRAN,HINDU JAGARANA SAMUKHYA,ODI,CUTTACK
PUNHIN01501,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,PUN,AMARITSAR
PUNHIN01568,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,PUN,BATHINDA
PUNPUN04291,AAGAJ JAGRAN,SUKHWINDER KAUR,PUN,FATEHGARH SAHIB
PUNMUL00717,ADHYAPAK JAGRAN,GOPAL KRISHAN CHATRA,PUN,GURDASPUR
PUNHIN01349,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,PUN,JALANDHAR
PUNPUN03799,PUNJABI JAGRAN,JAGRAN PRAKASHAN LTD,PUN,JALANDHAR
PUNPUN03786,JAN JAGRAN,RAVI BHARDWAJ,PUN,JALANDHAR
PUNHIN01500,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,PUN,LUDHIANA
PUNPUN04002,YOUTH JAGRAN,SURJIT KHARBANDA,PUN,LUDHIANA
PUNHIN01567,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,PUN,PATIALA
RAJHIN07775,AJMER JAGRAN,JITENDRA KUMAR NARSINGHANI,RAJ,AJMER
RAJHIN06338,JAGRAN,BHAVANENDRA BARUA,RAJ,AJMER
RAJHIN07368,VIR BHARAT HADOTI JAGRAN,ANIL KUMAR SHRIVASTA,RAJ,BARAN
RAJHIN06232,AMARJAGRAN SAMRAT,JEEVAN SINGH KHANGROAT,RAJ,JAIPUR
RAJHIN10624,ADHIMAIK PUNJAGRAN,NOT GIVEN,RAJ,JAIPUR
RAJHIN15260,CHAITANYA JAGRAN,PREMCHAND DHAMNIYA,RAJ,JAIPUR
RAJHIN13652,MARUTHAR JAGRAN,KAMLESH KALLA,RAJ,JODHPUR
RAJHIN12806,BRAHMAN JAGRAN,SUNITA VYAS,RAJ,JODHPUR
RAJHIN16943,PUNARJAGRAN SANDESH,AJIT KUMAR SINGH,RAJ,JODHPUR
RAJHIN09487,JAIN JAGRAN ABHIYAN,RANI MEHTA,RAJ,JODHPUR
RAJHIN15032,SAI JAGRAN,PUSPENDRA SINGH MEENA,RAJ,PALI
RAJHIN27860,AUDICHYA JAGRAN,MOTILAL SHARMA,RAJ,UDAIPUR
SIKHIN00007,SAMPURNA JAGRAN,NUTAN VERMA,SIK,EAST GANGTOK
TELENG00433,JAN JAGRAN YOGIC SCIENCES,A. LOKENDER REDDY,TEL,HYDERABAD
UPHIN13782,JAGRAN,JAGRAN PRAKASHAN LTD,UP,AGRA
UPHIN41436,JAISWAL JAIN JAGRAN,AKHIL BHARATIYA SHREE DIGAMBER JAISWAL JAIN (UPROCHIYA)SEWA NYAS.AGRA.,UP,AGRA
UPHIN44698,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,ALIGARH
UPHIN05173,JYOTI JAGRAN,KANTI SWARUP BANDHU,UP,ALIGARH
UPHIN02761,JAGRAN,JAI CHANDRA ARYA,UP,ALLAHABAD
UPHIN44699,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,ALLAHABAD
UPHIN51347,DEEPOTSAV JAGRAN,DHARMPAL SINGH,UP,AYODHYA
UPHIN49261,ABHYUDAYA JAGRAN,VIVEK SHUKLA,UP,BAHARAICH
UPHIN50112,SWADEEP JAGRAN,DEEPAK KUMAR TIWARI,UP,BALLIA
UPHIN47144,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,BANDA
UPHIN49536,ARYAVART JAGRAN,LAVKUSH SHARAN,UP,BARABANKI
UPHIN33367,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,BAREILLY
UPBIL05192,NAVSWAR JAGRAN,DEVENDRA KUMAR SHARMA,UP,BAREILLY
UPHIN42918,LAKSHYA JAGRAN,SATYAVEER PRAJAPATI,UP,BAREILLY
UPHIN20546,JANTA JAGRAN SHAKTI,MOHAN KUMAR KHANDELWAL,UP,BAREILLY
UPHIN41953,JAN SHAKTI JAGRAN,BHRIGUNATH TRIPATHI,UP,BASTI
UPHIN06410,LODHI JAGRAN,LODHI RAJPOOT ZILA SAMAJ,UP,ETAH
UPHIN33973,KRANTI JAGRAN,"RAJIV SHARMA""RAJ""",UP,ETAH
UPHIN49748,KUTUMB JAGRAN,GEETA PANDEY,UP,FAIZABAD
UPHIN20079,JAN JAGRAN TIMES,VEENA BAGHEL,UP,GAZIABAD
UPHIN27349,SWATANTRA JAGRAN,DURGA PRASAD,UP,GORAKHPUR
UPHIN26566,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,GORAKHPUR
UPHIN04961,JALAUN JAGRAN,VINOD KUMAR MISHRA,UP,JALAUN
UPHIN49761,MORNING JAGRAN SAMACHAR,JAYRAM,UP,JALAUN/ ORAI
UPHIN14758,SURYA JAGRAN,SURENDRA KUMAR AGARWAL,UP,JALAUN/ ORAI
UPHIN05010,JAUNPUR JAGRAN,OM PRAKASH SINGH,UP,JAUNPUR
UPHIN13783,DAINIK JAGRAN,DAILY JAGRAN L.L.P.,UP,JHANSI
UPHIN42727,JAN JAN JAGRAN,NISHTHAWAN ADVERTISERS AND MEDIA PVT.LTD,UP,JHANSI
UPHIN20717,JAGTA RAHEGA JAGRAN,CHANDRASEKHAR PANDAY,UP,JHANSI
UPHIN13545,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,KANPUR
UPHIN05847,KHAS JAGRAN,B. P. MISHRA,UP,KANPUR
UPHIN46248,MANOHAR JAGRAN,LAKHAN LAL PANDEY,UP,KANPUR DEHAT
UPENG04360,JAGRAN JOURNAL OF MANAGEMENT AND TECHNOLOGY,JAGRAN INSTITUTE OF MANAGEMENT,UP,KANPUR NAGAR
UPBIL03521,JAGRAN JOSH,JAGRAN PRAKASHAN LTD,UP,KANPUR NAGAR
UPHIN35734,JAGRAN KHET KHALIHAN,JAGRAN PRAKASHAN LTD,UP,KANPUR NAGAR
UPHIN40453,DALIT JAGRAN TIMES,DHEERAJ CHOWDHARY,UP,KANPUR NAGAR
UPHIN38553,KHAS JAGRAN,B.P.MISHRA,UP,KANPUR NAGAR
UPHIN45776,SUPRABHAT JAGRAN,ANKITA KAPOOR,UP,LUCKNOW
UPHIN38574,SANDHYA JAGRAN,JAGRAN PRAKASHAN LTD.,UP,LUCKNOW
UPHIN51328,SWARAJ JAGRAN,SHASHI SHANKAR TIWARI,UP,LUCKNOW
UPHIN26572,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,LUCKNOW
UPBIL05259,VINDHYAVASHINI JAGRAN,RAO AJIT KUMAR SINGH,UP,LUCKNOW
UPHIN50663,VASUNDHARA JAGRAN,NEETA DEVI,UP,LUCKNOW
UPHIN51237,GYAN JAGRAN,PRITHVI PAL,UP,LUCKNOW
UPHIN51047,LUCKNOW JANHIT JAGRAN,K.K. SINGH,UP,LUCKNOW
UPHIN50181,JAGRAN MORCHA,KIRAN DIXIT,UP,LUCKNOW
UPHIN50202,SWABHIMAN JAGRAN,MANISH SRIVASTAVA,UP,LUCKNOW
UPHIN28160,NIRBHIK RASHTRIYA PUNARJAGRAN,ALKA SHUKLA,UP,LUCKNOW
UPHIN50457,SARANSH JAGRAN,SHAILENDRA DIXIT,UP,LUCKNOW
UPHIN47436,AWADH JAGRAN,ABHISHEK SHARMA,UP,LUCKNOW
UPHIN50917,YUG JAGRAN TIMES,MOHAN KUMAR BHARATYA,UP,LUCKNOW
UPHIN08047,PAL KSHATRIYA JAGRAN,VIJAYENDRA SINGH PAL,UP,LUCKNOW
UPHIN51300,LUCKNOW JANHIT JAGRAN,K.K. SINGH,UP,LUCKNOW
UPHIN08884,PROD JAGRAN,SEVA GRAM JOURNAL LUCKNOW SANSTHA,UP,LUCKNOW
UPHIN49681,UDYOG JAGRAN,YOGENDRA TRIPATHI,UP,LUCKNOW
UPHIN51605,VASUNDHARA JAGRAN,NEETA DEVI,UP,LUCKNOW
UPHIN42795,SRISHTI JAGRAN TIMES,CHANDRA KISHORE SHARMA,UP,LUCKNOW
UPHIN48466,AWADH JAGRAN,ABHISHEK SHARMA,UP,LUCKNOW
UPHIN51606,VASUNDHARA JAGRAN,NEETA DEVI,UP,LUCKNOW
UPHIN33422,SUPRABHAT JAGRAN,ANKITA KAPOOR,UP,LUCKNOW
UPHIN48914,JANTA JAGRAN JANSABHA,KUSUM GUPTA,UP,LUCKNOW
UPHIN28934,LUCKNOW JANHIT JAGRAN,K.K. SINGH,UP,LUCKNOW
UPHIN14172,MAHILA JAGRAN,BRAHMA CHARNI KRISHNA BAIL,UP,MATHURA
UPBIL05145,GINVANI JAGRAN,MANOG JAIN,UP,MEERUT
UPHIN26571,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,MEERUT
UPHIN18017,SAHARA JAGRAN TIMES,ANAND GARG,UP,MEERUT
UPHIN26570,JAGRAN,VISHWA NATH,UP,MEERUT
UPHIN44697,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,MORADABAD
UPHIN40475,SRISHTI JAGRAN,RADHESHYAM LAL KARAN,UP,RAIBAREILLY
UPHIN50735,SHRI DEVVANSH JAGRAN,ASHEESH KUMAR,UP,RAIBAREILLY
UPHIN09200,RAMPUR JAGRAN,RAJESHWARI CHOUDHARI,UP,RAMPUR
UPHIN44593,VAIDIK JAGRAN,VIJAY PAL,UP,SAHARANPUR
UPHIN13936,JAGRAN,SHARAD KUMAR MISHRA SHARD,UP,SAHRANPUR
UPHIN50689,JAGRAN GAON DEHAT KHABAR,ANJANI KUMAR,UP,SULTANPUR
UPHIN02760,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UP,VARANASI
UPHIN41035,NARI JAGRAN,MEENA CHAUBEY,UP,VARANASI
UPHIN46713,BHARATIYA JAN JAGRAN KARM PATH,MANOJ KUMAR SRIVASTAVA,UP,VARANASI
UTTHIN00213,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UTT,DEHRADUN
UTTHIN03359,DEVBHOOMI JAGRAN,ARACHNA DIXIT,UTT,DEHRADUN
UTTHIN00913,HIMALAYA JAGRAN,SATENDRA SINGH NEGI,UTT,DEHRADUN
UTTHIN05712,JANJAGRAN SAMACHAR,SUMIT KUMAR,UTT,DEHRADUN
UTTHIN01631,SURYA JAGRAN,SURENDRA KUMAR AGARWAL,UTT,DEHRADUN
UTTHIN02719,UTTRAKHAND JANJAGRAN,SAROJINI SEMWAL,UTT,DEHRADUN
UTTHIN02793,JAGRAN JYOTI,JYOTI BHATT,UTT,DEHRADUN
UTTHIN05350,JAN CHETNA JAGRAN,RAMESHWARI SINGH,UTT,DEHRADUN
UTTHIN03589,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,UTT,HALDWANI
UTTHIN05410,SATAT JAGRAN,REKHA YADAV,UTT,HARIDWAR
WBBEN08039,JAGRAN,BENOY KRISHNA DAS CHOWDHURY,WB,COOCHBEHAR
WBHIN01556,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,WB,KOLKATA
WBHIN00332,JAIN JAGRAN,AKHIL BHARATVARSHIYA DIGAMBER JAISWAL JAIN PARISHAD,WB,KOLKATA
WBHIN01591,DAINIK JAGRAN,JAGRAN PRAKASHAN LTD,WB,SILIGURI
NOF00025,ANUJA TIMES,NOF,,
NOF00028,NEEL GAGAN SAMACHAR TIMES,NOT GIVEN,,
NOFHIN00548,AAP SUB KA SAHARA TIMES,NOT GIVEN,,
NOFHIN00556,JAN JAGRAN TIMES,NOT GIVEN,,
ANDENG00151,TODAY TIMES,PRADEEP KUMAR,AND,PORT BLAIR
ANDENG00160,THE KING TIMES,MOHD. SHAFIQUE,AND,PORT BLAIR
ANDENG00127,EMERALD TIMES,R. GURU,AND,PORT BLAIR
ANDENG00029,THE PORT BLAIR TIMES,DR P A MATHEWS,AND,PORT BLAIR
ANDENG00033,THE DAWN TIMES,P. GANESHAN,AND,SOUTH ANDAMAN/ PORT BLAIR
ANDENG00187,THE TIMES OF ANDAMAN,REEYA CHAKRABORTY,AND,SOUTH ANDAMAN/ PORT BLAIR
ANDENG00052,NEW ISLAND TIMES,K P KANNAN,AND,SOUTH ANDAMAN/ PORT BLAIR
APTEL14486,SHANTHI TIMES,REDDYPALLISIVA SRINIVASA KUMAR,AP,ANANTAPUR
APTEL15851,ANANTA TIMES,JODU RAMESH KUMAR,AP,ANANTAPUR
APTEL16160,AKSHRA TIMES,BABAN JAVEED BASHA,AP,ANANTAPUR
APTEL15581,KADIRI TIMES,SHAIK.SHABBIR SAHEB,AP,ANANTAPUR
APTEL15823,BHAGAVAN TIMES,GADDAM SREEDHAR,AP,ANANTAPUR
APTEL13506,SHAMBU TIMES,ILLURI PARAMESWAR REDDY,AP,ANANTAPUR
APTEL12574,PENNA TIMES,BILLE. AKKULAPPA,AP,ANANTAPUR
APTEL15887,VAMSI TIMES,KADAPA MADHUSUDHANA,AP,ANANTAPUR
APTEL16462,PAVITRA TIMES,VYKUNTAM PRABHAKAR CHOWDARY,AP,ANANTAPUR
APTEL12035,NANDU TIMES,B. SUBRAMANYAM REDDY,AP,ANANTAPUR
APTEL12410,THE TIMES OF ADITHYA,PULIKANTI NAGENDRANATHA REDDY,AP,ANANTAPUR
APTEL15107,KHADRI TIMES,PUPPALA ANJANEYLU,AP,ANANTAPUR
APTEL14637,NEW MAMATHA TIMES,M BALAVENKATAIAH,AP,ANANTAPUR
APTEL14921,TADIPATRI TIMES,GORTHI JYOTHI,AP,ANANTAPUR
APTEL14165,BHAGAVAN TIMES,GADDAM SREEDHAR,AP,ANANTAPUR
APTEL14259,SHALINI TIMES,REDDYPALLISIVA SRINIVASA KUMAR,AP,ANANTAPUR
APTEL15674,PAMIDI TIMES,CHAKALI SIVAPRASAD,AP,ANANTAPUR
APTEL14100,HARIKA TIMES,M. RAJASEKHAR REDDY,AP,ANANTAPUR
APTEL14563,KEERTHI TIMES,K. SREENIVASULU,AP,ANANTAPUR
APTEL15448,HAPPY INDIA TIMES,HAPPY INDIA TECHNOCORP PVT LTD,AP,ANANTAPUR
APBEN00010,PYRAMID TIMES,DR. G.R. YUGANDHAR,AP,CHITTOOR
APTEL10796,TIRUPATI HAPPY TIMES,N. REDDEPPA NAIDU,AP,CHITTOOR
APTEL10268,ESWAR TIMES,L. ESWAR,AP,CHITTOOR
APTEL14368,REGISTRATION TIMES,N.PURUSHOTHAM,AP,CHITTOOR
APBIL14868,TIMES OF TIRUPATI,K. NETHAJI,AP,CHITTOOR/ TIRUPATI
APENG03116,ENVIRONMENT AND POLLUTION TIMES,N. PURUSHOTHAM,AP,CHITTOR
APENG03117,TOURISM TIMES,N. PURUSHOTHAM,AP,CHITTOR
APENG03118,JOURNALIST TIMES,N. PURUSHOTHAM,AP,CHITTOR
APTEL15545,RAJAMAHENDRAVARAM TIMES,KUCHIMANCHI MADHULATHA,AP,EAST GODAVARI
APTEL16287,SAMAKALEENA ANDHRA TIMES,NALLURI POSAGIRIBABU,AP,EAST GODAVARI
APBIL01702,KAKINADA TIMES,NALLURI SRINIVASA RAO,AP,EAST GODAVARI
APTEL13482,GODAVARI TIMES,ANANTHA RAO GOTTIMUKKALA,AP,EAST GODAVARI
APTEL14662,DIKHSUTCHI TIMES,PARVADA ANJANEYULU,AP,EAST GODAVARI
APTEL15599,COASTA TIMES,CHOPPALA DEEPIKA,AP,EAST GODAVARI
APENG03534,TIMES IN THE CITY,VALLI BASHA MOHAMMAD,AP,EAST GODAVARI
APTEL16183,NAMBURI TIMES,NAMBURI CHINA SAIDAIAH,AP,GUNTUR
APTEL09568,GUNTUR TIMES,NELAVALLI SRINIVAS RAO,AP,GUNTUR
APTEL10863,PONNUR TIMES,GOLLAMUDI RAMESH BABAU,AP,GUNTUR
APTEL15316,BAPATLA TIMES,EAGAM VISHNU SAI PRASADA RAO,AP,GUNTUR
APTEL14184,NANDI TIMES,G.S. SUNDARA SARMA,AP,GUNTUR
APBIL01928,SUJANA TIMES,KATTA. SRINIVASULU,AP,GUNTUR
APTEL11255,SWARNAPURI TIMES,SUNDAR SINGH BODDU,AP,GUNTUR
APBIL01781,COMMERCE TIMES,SRI KRISHNA NALAM,AP,GUNTUR
APTEL03436,LAW TIMES,GARIKIPATY VEERAIAH,AP,GUNTUR
APTEL14495,WEAVERS TIMES,P.ARJUN,AP,GUNTUR
APTEL08135,THE TENALI TIMES,LUKKA VENKATESWARA RAO,AP,GUNTUR
APENG03264,VIJAYAWADA TIMES,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD
APENG03372,GREEN TIMES,MOHAMMED MEHDI ALI,AP,HYDERABAD
APENG03399,ARYAVART TIMES,RACHARLA ARJUN KUMAR,AP,HYDERABAD
APENG02277,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD
APTEL12365,NANDI TIMES,G.S. SUNDARA SARMA,AP,HYDERABAD
APTEL09706,TIMES OF VAARTHA,G. JANARDHAN REDDHY,AP,HYDERABAD
APURD01795,RIYAZ TIMES,MOHD. RIYAZ ALI,AP,HYDERABAD
APHIN00329,DESH BHAKT TIMES,K. SATYANARAYANA,AP,HYDERABAD
APTEL11039,STATE TIMES,MULAKALA VISWA GINGA,AP,HYDERABAD
